Turbine ID,Temperature_Class_One_Week_Before,Average Pressure Score
1140.000000,"2. Cool ( 7c - 14c)",13.307692
1141.000000,"2. Cool ( 7c - 14c)",17.230769
1142.000000,"2. Cool ( 7c - 14c)",20.923077
1143.000000,"2. Cool ( 7c - 14c)",13.307692
1144.000000,"1. Cold (under 7c)",15.153846
1145.000000,"4. Hot  (20c and over)",6.153846
1146.000000,"4. Hot  (20c and over)",12.538462
1147.000000,"2. Cool ( 7c - 14c)",17.230769
1148.000000,"4. Hot  (20c and over)",18.692308
1149.000000,"2. Cool ( 7c - 14c)",9.538462
1150.000000,"4. Hot  (20c and over)",19.230769
1151.000000,"4. Hot  (20c and over)",16.384615
1152.000000,"1. Cold (under 7c)",14.846154
1153.000000,"1. Cold (under 7c)",19.846154
1154.000000,"4. Hot  (20c and over)",13.307692
1155.000000,"2. Cool ( 7c - 14c)",9.923077
1156.000000,"4. Hot  (20c and over)",12.538462
1157.000000,"2. Cool ( 7c - 14c)",14.076923
1158.000000,"2. Cool ( 7c - 14c)",17.230769
1159.000000,"4. Hot  (20c and over)",18.692308
1160.000000,"1. Cold (under 7c)",26.307692
1161.000000,"4. Hot  (20c and over)",18.692308
1162.000000,"4. Hot  (20c and over)",12.923077
1163.000000,"4. Hot  (20c and over)",6.153846
1164.000000,"1. Cold (under 7c)",15.153846
1165.000000,"2. Cool ( 7c - 14c)",12.307692
1166.000000,"1. Cold (under 7c)",26.307692
1167.000000,"2. Cool ( 7c - 14c)",20.923077
1168.000000,"4. Hot  (20c and over)",6.923077
1169.000000,"4. Hot  (20c and over)",6.923077
1170.000000,"2. Cool ( 7c - 14c)",13.307692
1171.000000,"1. Cold (under 7c)",14.230769
1172.000000,"2. Cool ( 7c - 14c)",9.538462
1173.000000,"1. Cold (under 7c)",18.000000
1174.000000,"4. Hot  (20c and over)",12.538462
1175.000000,"1. Cold (under 7c)",19.538462
1176.000000,"1. Cold (under 7c)",14.230769
1177.000000,"1. Cold (under 7c)",9.846154
1178.000000,"2. Cool ( 7c - 14c)",17.230769
1179.000000,"2. Cool ( 7c - 14c)",12.307692
1180.000000,"2. Cool ( 7c - 14c)",13.307692
1181.000000,"2. Cool ( 7c - 14c)",8.769231
1182.000000,"3. (Warm 15c- 19c)",20.615385
1183.000000,"2. Cool ( 7c - 14c)",9.538462
1184.000000,"3. (Warm 15c- 19c)",20.615385
1185.000000,"1. Cold (under 7c)",26.307692
1186.000000,"4. Hot  (20c and over)",6.923077
1187.000000,"4. Hot  (20c and over)",6.923077
1188.000000,"2. Cool ( 7c - 14c)",7.153846
1189.000000,"4. Hot  (20c and over)",6.153846
1190.000000,"2. Cool ( 7c - 14c)",8.769231
1191.000000,"4. Hot  (20c and over)",12.923077
1192.000000,"1. Cold (under 7c)",18.000000
1193.000000,"1. Cold (under 7c)",14.230769
1194.000000,"1. Cold (under 7c)",19.538462
1195.000000,"1. Cold (under 7c)",15.153846
1196.000000,"4. Hot  (20c and over)",18.692308
1197.000000,"2. Cool ( 7c - 14c)",8.769231
1198.000000,"2. Cool ( 7c - 14c)",7.384615
1199.000000,"2. Cool ( 7c - 14c)",15.692308
1200.000000,"4. Hot  (20c and over)",6.923077
1201.000000,"1. Cold (under 7c)",18.000000
1202.000000,"3. (Warm 15c- 19c)",20.615385
1203.000000,"4. Hot  (20c and over)",12.538462
1204.000000,"2. Cool ( 7c - 14c)",9.538462
1205.000000,"2. Cool ( 7c - 14c)",13.307692
1206.000000,"2. Cool ( 7c - 14c)",9.538462
1207.000000,"2. Cool ( 7c - 14c)",17.230769
1208.000000,"4. Hot  (20c and over)",6.923077
1209.000000,"1. Cold (under 7c)",9.846154
1210.000000,"4. Hot  (20c and over)",12.538462
1211.000000,"2. Cool ( 7c - 14c)",13.230769
1212.000000,"4. Hot  (20c and over)",18.076923
1213.000000,"1. Cold (under 7c)",10.769231
1214.000000,"2. Cool ( 7c - 14c)",8.000000
1215.000000,"4. Hot  (20c and over)",12.923077
1216.000000,"1. Cold (under 7c)",26.846154
1217.000000,"1. Cold (under 7c)",11.384615
1218.000000,"4. Hot  (20c and over)",14.538462
1219.000000,"1. Cold (under 7c)",24.846154
1220.000000,"4. Hot  (20c and over)",14.538462
1221.000000,"1. Cold (under 7c)",18.000000
1222.000000,"2. Cool ( 7c - 14c)",20.923077
1223.000000,"1. Cold (under 7c)",15.153846
1224.000000,"2. Cool ( 7c - 14c)",13.307692
1225.000000,"2. Cool ( 7c - 14c)",12.307692
1226.000000,"4. Hot  (20c and over)",6.923077
1227.000000,"1. Cold (under 7c)",9.846154
1228.000000,"4. Hot  (20c and over)",15.230769
1229.000000,"4. Hot  (20c and over)",12.538462
1230.000000,"2. Cool ( 7c - 14c)",15.692308
1231.000000,"2. Cool ( 7c - 14c)",12.307692
1232.000000,"4. Hot  (20c and over)",6.153846
1233.000000,"2. Cool ( 7c - 14c)",17.230769
1234.000000,"3. (Warm 15c- 19c)",20.615385
1235.000000,"4. Hot  (20c and over)",15.230769
1236.000000,"4. Hot  (20c and over)",15.230769
1237.000000,"4. Hot  (20c and over)",12.923077
1238.000000,"2. Cool ( 7c - 14c)",7.384615
1239.000000,"1. Cold (under 7c)",19.538462
1240.000000,"4. Hot  (20c and over)",6.923077
1241.000000,"1. Cold (under 7c)",9.846154
1242.000000,"2. Cool ( 7c - 14c)",7.153846
1243.000000,"1. Cold (under 7c)",9.846154
1244.000000,"3. (Warm 15c- 19c)",20.615385
1245.000000,"1. Cold (under 7c)",19.538462
1246.000000,"1. Cold (under 7c)",14.230769
1247.000000,"4. Hot  (20c and over)",18.692308
1248.000000,"2. Cool ( 7c - 14c)",17.230769
1249.000000,"1. Cold (under 7c)",9.846154
1250.000000,"2. Cool ( 7c - 14c)",12.307692
1251.000000,"2. Cool ( 7c - 14c)",7.153846
1252.000000,"1. Cold (under 7c)",9.846154
1253.000000,"2. Cool ( 7c - 14c)",15.692308
1254.000000,"1. Cold (under 7c)",26.846154
1255.000000,"2. Cool ( 7c - 14c)",12.846154
1256.000000,"1. Cold (under 7c)",11.384615
1257.000000,"1. Cold (under 7c)",19.153846
1258.000000,"1. Cold (under 7c)",11.384615
1259.000000,"1. Cold (under 7c)",14.307692
1260.000000,"1. Cold (under 7c)",26.846154
1261.000000,"4. Hot  (20c and over)",18.076923
1262.000000,"1. Cold (under 7c)",14.846154
1263.000000,"4. Hot  (20c and over)",16.384615
1264.000000,"4. Hot  (20c and over)",18.692308
1265.000000,"1. Cold (under 7c)",19.538462
1266.000000,"2. Cool ( 7c - 14c)",13.307692
1267.000000,"2. Cool ( 7c - 14c)",7.384615
1268.000000,"1. Cold (under 7c)",18.000000
1269.000000,"4. Hot  (20c and over)",18.692308
1270.000000,"4. Hot  (20c and over)",18.692308
1271.000000,"1. Cold (under 7c)",9.846154
1272.000000,"4. Hot  (20c and over)",12.923077
1273.000000,"2. Cool ( 7c - 14c)",8.769231
1274.000000,"1. Cold (under 7c)",19.538462
1275.000000,"2. Cool ( 7c - 14c)",20.923077
1276.000000,"4. Hot  (20c and over)",12.923077
1277.000000,"4. Hot  (20c and over)",18.692308
1278.000000,"2. Cool ( 7c - 14c)",12.307692
1279.000000,"2. Cool ( 7c - 14c)",8.769231
1280.000000,"3. (Warm 15c- 19c)",20.615385
1281.000000,"2. Cool ( 7c - 14c)",20.923077
1282.000000,"2. Cool ( 7c - 14c)",12.307692
1283.000000,"4. Hot  (20c and over)",12.923077
1284.000000,"2. Cool ( 7c - 14c)",9.538462
1285.000000,"1. Cold (under 7c)",26.307692
1286.000000,"1. Cold (under 7c)",14.230769
1287.000000,"3. (Warm 15c- 19c)",20.615385
1288.000000,"2. Cool ( 7c - 14c)",15.692308
1289.000000,"2. Cool ( 7c - 14c)",13.307692
1290.000000,"2. Cool ( 7c - 14c)",7.384615
1291.000000,"2. Cool ( 7c - 14c)",9.538462
1292.000000,"1. Cold (under 7c)",14.230769
1293.000000,"2. Cool ( 7c - 14c)",17.230769
1294.000000,"4. Hot  (20c and over)",12.923077
1295.000000,"1. Cold (under 7c)",19.846154
1296.000000,"1. Cold (under 7c)",11.384615
1297.000000,"2. Cool ( 7c - 14c)",15.692308
1298.000000,"2. Cool ( 7c - 14c)",17.230769
1299.000000,"2. Cool ( 7c - 14c)",7.153846
1300.000000,"2. Cool ( 7c - 14c)",13.307692
1301.000000,"1. Cold (under 7c)",19.538462
1302.000000,"2. Cool ( 7c - 14c)",7.153846
1303.000000,"4. Hot  (20c and over)",12.923077
1304.000000,"1. Cold (under 7c)",19.538462
1305.000000,"2. Cool ( 7c - 14c)",7.384615
1306.000000,"3. (Warm 15c- 19c)",20.615385
1307.000000,"1. Cold (under 7c)",9.846154
1308.000000,"2. Cool ( 7c - 14c)",20.923077
1309.000000,"4. Hot  (20c and over)",12.538462
1310.000000,"2. Cool ( 7c - 14c)",15.692308
1311.000000,"4. Hot  (20c and over)",6.153846
1312.000000,"4. Hot  (20c and over)",18.692308
1313.000000,"4. Hot  (20c and over)",12.538462
1314.000000,"4. Hot  (20c and over)",15.230769
1315.000000,"1. Cold (under 7c)",15.153846
1316.000000,"4. Hot  (20c and over)",12.538462
1317.000000,"1. Cold (under 7c)",19.538462
1318.000000,"4. Hot  (20c and over)",18.692308
1319.000000,"2. Cool ( 7c - 14c)",13.307692
1320.000000,"2. Cool ( 7c - 14c)",8.769231
1321.000000,"2. Cool ( 7c - 14c)",20.923077
1322.000000,"1. Cold (under 7c)",9.846154
1323.000000,"2. Cool ( 7c - 14c)",20.923077
1324.000000,"1. Cold (under 7c)",18.000000
1325.000000,"1. Cold (under 7c)",19.538462
1326.000000,"4. Hot  (20c and over)",6.923077
1327.000000,"2. Cool ( 7c - 14c)",15.692308
1328.000000,"2. Cool ( 7c - 14c)",8.769231
1329.000000,"2. Cool ( 7c - 14c)",9.923077
1330.000000,"4. Hot  (20c and over)",19.230769
1331.000000,"1. Cold (under 7c)",14.846154
1332.000000,"2. Cool ( 7c - 14c)",12.846154
1333.000000,"1. Cold (under 7c)",19.153846
1334.000000,"3. (Warm 15c- 19c)",15.846154
1335.000000,"4. Hot  (20c and over)",6.153846
1336.000000,"4. Hot  (20c and over)",12.923077
1337.000000,"1. Cold (under 7c)",18.000000
1338.000000,"1. Cold (under 7c)",15.153846
1339.000000,"1. Cold (under 7c)",26.307692
1340.000000,"2. Cool ( 7c - 14c)",20.923077
1341.000000,"4. Hot  (20c and over)",6.923077
1342.000000,"2. Cool ( 7c - 14c)",15.692308
1343.000000,"2. Cool ( 7c - 14c)",17.230769
1344.000000,"2. Cool ( 7c - 14c)",8.769231
1345.000000,"1. Cold (under 7c)",9.846154
1346.000000,"1. Cold (under 7c)",18.000000
1347.000000,"2. Cool ( 7c - 14c)",9.538462
1348.000000,"3. (Warm 15c- 19c)",20.615385
1349.000000,"4. Hot  (20c and over)",12.538462
1350.000000,"2. Cool ( 7c - 14c)",7.153846
1351.000000,"1. Cold (under 7c)",15.153846
1352.000000,"1. Cold (under 7c)",9.846154
1353.000000,"2. Cool ( 7c - 14c)",9.538462
1354.000000,"4. Hot  (20c and over)",15.230769
1355.000000,"4. Hot  (20c and over)",18.692308
1356.000000,"2. Cool ( 7c - 14c)",12.307692
1357.000000,"2. Cool ( 7c - 14c)",9.538462
1358.000000,"1. Cold (under 7c)",26.307692
1359.000000,"4. Hot  (20c and over)",12.538462
1360.000000,"4. Hot  (20c and over)",12.538462
1361.000000,"1. Cold (under 7c)",19.538462
1362.000000,"1. Cold (under 7c)",18.000000
1363.000000,"4. Hot  (20c and over)",12.538462
1364.000000,"1. Cold (under 7c)",19.538462
1365.000000,"4. Hot  (20c and over)",12.538462
1366.000000,"1. Cold (under 7c)",9.846154
1367.000000,"2. Cool ( 7c - 14c)",15.692308
1368.000000,"2. Cool ( 7c - 14c)",7.384615
1369.000000,"1. Cold (under 7c)",19.538462
1370.000000,"2. Cool ( 7c - 14c)",20.923077
1371.000000,"1. Cold (under 7c)",10.769231
1372.000000,"4. Hot  (20c and over)",13.307692
1373.000000,"1. Cold (under 7c)",14.846154
1374.000000,"2. Cool ( 7c - 14c)",8.000000
1375.000000,"3. (Warm 15c- 19c)",15.923077
1376.000000,"3. (Warm 15c- 19c)",15.846154
1377.000000,"2. Cool ( 7c - 14c)",17.230769
1378.000000,"1. Cold (under 7c)",24.846154
1379.000000,"4. Hot  (20c and over)",6.923077
1380.000000,"2. Cool ( 7c - 14c)",17.230769
1381.000000,"2. Cool ( 7c - 14c)",20.923077
1382.000000,"1. Cold (under 7c)",14.230769
1383.000000,"1. Cold (under 7c)",26.307692
1384.000000,"4. Hot  (20c and over)",12.538462
1385.000000,"4. Hot  (20c and over)",12.923077
1386.000000,"1. Cold (under 7c)",9.846154
1387.000000,"2. Cool ( 7c - 14c)",15.692308
1388.000000,"1. Cold (under 7c)",14.230769
1389.000000,"4. Hot  (20c and over)",6.153846
1390.000000,"1. Cold (under 7c)",18.000000
1391.000000,"4. Hot  (20c and over)",6.153846
1392.000000,"4. Hot  (20c and over)",12.538462
1393.000000,"2. Cool ( 7c - 14c)",12.307692
1394.000000,"4. Hot  (20c and over)",15.230769
1395.000000,"2. Cool ( 7c - 14c)",20.923077
1396.000000,"4. Hot  (20c and over)",6.923077
1397.000000,"2. Cool ( 7c - 14c)",8.769231
1398.000000,"4. Hot  (20c and over)",18.692308
1399.000000,"4. Hot  (20c and over)",6.153846
1400.000000,"4. Hot  (20c and over)",12.538462
1401.000000,"4. Hot  (20c and over)",6.923077
1402.000000,"3. (Warm 15c- 19c)",20.615385
1403.000000,"1. Cold (under 7c)",18.000000
1404.000000,"1. Cold (under 7c)",26.307692
1405.000000,"3. (Warm 15c- 19c)",20.615385
1406.000000,"3. (Warm 15c- 19c)",20.615385
1407.000000,"3. (Warm 15c- 19c)",20.615385
1408.000000,"2. Cool ( 7c - 14c)",13.307692
1409.000000,"2. Cool ( 7c - 14c)",17.230769
1410.000000,"2. Cool ( 7c - 14c)",13.307692
1411.000000,"1. Cold (under 7c)",18.000000
1412.000000,"1. Cold (under 7c)",18.000000
1413.000000,"2. Cool ( 7c - 14c)",7.384615
1414.000000,"2. Cool ( 7c - 14c)",12.307692
1415.000000,"1. Cold (under 7c)",18.000000
1416.000000,"4. Hot  (20c and over)",18.692308
1417.000000,"1. Cold (under 7c)",14.230769
1418.000000,"4. Hot  (20c and over)",15.230769
1419.000000,"1. Cold (under 7c)",19.538462
1420.000000,"1. Cold (under 7c)",26.307692
1421.000000,"4. Hot  (20c and over)",15.230769
1422.000000,"1. Cold (under 7c)",9.846154
1423.000000,"1. Cold (under 7c)",18.000000
1424.000000,"1. Cold (under 7c)",14.230769
1425.000000,"4. Hot  (20c and over)",15.230769
1426.000000,"2. Cool ( 7c - 14c)",15.692308
1427.000000,"4. Hot  (20c and over)",6.923077
1428.000000,"1. Cold (under 7c)",26.307692
1429.000000,"4. Hot  (20c and over)",6.923077
1430.000000,"2. Cool ( 7c - 14c)",20.923077
1431.000000,"4. Hot  (20c and over)",6.923077
1432.000000,"1. Cold (under 7c)",19.846154
1433.000000,"4. Hot  (20c and over)",16.384615
1434.000000,"1. Cold (under 7c)",14.846154
1435.000000,"2. Cool ( 7c - 14c)",9.923077
1436.000000,"2. Cool ( 7c - 14c)",9.923077
1437.000000,"2. Cool ( 7c - 14c)",9.923077
1438.000000,"1. Cold (under 7c)",26.846154
1439.000000,"3. (Warm 15c- 19c)",15.923077
1440.000000,"2. Cool ( 7c - 14c)",9.923077
1441.000000,"1. Cold (under 7c)",14.846154
1442.000000,"1. Cold (under 7c)",14.846154
1443.000000,"4. Hot  (20c and over)",12.923077
1444.000000,"4. Hot  (20c and over)",8.692308
1445.000000,"4. Hot  (20c and over)",16.384615
1446.000000,"1. Cold (under 7c)",14.307692
1447.000000,"3. (Warm 15c- 19c)",15.923077
1448.000000,"3. (Warm 15c- 19c)",15.923077
1449.000000,"1. Cold (under 7c)",10.769231
1450.000000,"1. Cold (under 7c)",10.769231
1451.000000,"4. Hot  (20c and over)",8.692308
1452.000000,"2. Cool ( 7c - 14c)",17.153846
1453.000000,"1. Cold (under 7c)",14.846154
1454.000000,"4. Hot  (20c and over)",12.923077
1455.000000,"1. Cold (under 7c)",10.769231
1456.000000,"1. Cold (under 7c)",19.384615
1457.000000,"1. Cold (under 7c)",22.615385
1458.000000,"2. Cool ( 7c - 14c)",10.538462
1459.000000,"1. Cold (under 7c)",14.230769
1460.000000,"3. (Warm 15c- 19c)",20.615385
1461.000000,"2. Cool ( 7c - 14c)",15.692308
1462.000000,"4. Hot  (20c and over)",6.923077
1463.000000,"1. Cold (under 7c)",15.153846
1464.000000,"1. Cold (under 7c)",14.230769
1465.000000,"1. Cold (under 7c)",14.230769
1466.000000,"1. Cold (under 7c)",14.230769
1467.000000,"1. Cold (under 7c)",9.846154
1468.000000,"3. (Warm 15c- 19c)",20.615385
1469.000000,"4. Hot  (20c and over)",6.923077
1470.000000,"1. Cold (under 7c)",15.153846
1471.000000,"3. (Warm 15c- 19c)",20.615385
1472.000000,"2. Cool ( 7c - 14c)",7.153846
1473.000000,"2. Cool ( 7c - 14c)",7.384615
1474.000000,"1. Cold (under 7c)",15.153846
1475.000000,"1. Cold (under 7c)",18.000000
1476.000000,"1. Cold (under 7c)",14.230769
1477.000000,"4. Hot  (20c and over)",12.923077
1478.000000,"2. Cool ( 7c - 14c)",12.307692
1479.000000,"2. Cool ( 7c - 14c)",7.384615
1480.000000,"1. Cold (under 7c)",9.846154
1481.000000,"2. Cool ( 7c - 14c)",12.307692
1482.000000,"2. Cool ( 7c - 14c)",7.153846
1483.000000,"2. Cool ( 7c - 14c)",9.538462
1484.000000,"2. Cool ( 7c - 14c)",8.769231
1485.000000,"1. Cold (under 7c)",19.538462
1486.000000,"2. Cool ( 7c - 14c)",13.307692
1487.000000,"2. Cool ( 7c - 14c)",9.538462
1488.000000,"2. Cool ( 7c - 14c)",13.307692
1489.000000,"2. Cool ( 7c - 14c)",7.153846
1490.000000,"4. Hot  (20c and over)",6.153846
1491.000000,"4. Hot  (20c and over)",12.538462
1492.000000,"1. Cold (under 7c)",14.230769
1493.000000,"1. Cold (under 7c)",14.230769
1494.000000,"1. Cold (under 7c)",18.000000
1495.000000,"4. Hot  (20c and over)",12.538462
1496.000000,"2. Cool ( 7c - 14c)",9.538462
1497.000000,"4. Hot  (20c and over)",15.230769
1498.000000,"2. Cool ( 7c - 14c)",15.692308
1499.000000,"1. Cold (under 7c)",9.846154
1500.000000,"2. Cool ( 7c - 14c)",9.923077
1501.000000,"4. Hot  (20c and over)",12.923077
1502.000000,"1. Cold (under 7c)",11.384615
1503.000000,"2. Cool ( 7c - 14c)",8.000000
1504.000000,"4. Hot  (20c and over)",12.923077
1505.000000,"2. Cool ( 7c - 14c)",8.000000
1506.000000,"2. Cool ( 7c - 14c)",9.923077
1507.000000,"4. Hot  (20c and over)",7.615385
1508.000000,"2. Cool ( 7c - 14c)",9.923077
1509.000000,"1. Cold (under 7c)",14.846154
1510.000000,"2. Cool ( 7c - 14c)",12.846154
1511.000000,"2. Cool ( 7c - 14c)",9.923077
1512.000000,"1. Cold (under 7c)",19.153846
1513.000000,"4. Hot  (20c and over)",16.384615
1514.000000,"1. Cold (under 7c)",9.692308
1515.000000,"2. Cool ( 7c - 14c)",9.923077
1516.000000,"3. (Warm 15c- 19c)",15.923077
1517.000000,"2. Cool ( 7c - 14c)",9.923077
1518.000000,"1. Cold (under 7c)",19.846154
1519.000000,"2. Cool ( 7c - 14c)",9.923077
1520.000000,"1. Cold (under 7c)",22.538462
1521.000000,"2. Cool ( 7c - 14c)",13.230769
1522.000000,"4. Hot  (20c and over)",12.923077
1523.000000,"2. Cool ( 7c - 14c)",9.923077
1524.000000,"1. Cold (under 7c)",14.846154
1525.000000,"2. Cool ( 7c - 14c)",17.153846
1526.000000,"1. Cold (under 7c)",19.153846
1527.000000,"1. Cold (under 7c)",14.307692
1528.000000,"1. Cold (under 7c)",14.307692
1529.000000,"4. Hot  (20c and over)",13.307692
1530.000000,"4. Hot  (20c and over)",13.307692
1531.000000,"4. Hot  (20c and over)",18.076923
1532.000000,"4. Hot  (20c and over)",16.384615
1533.000000,"1. Cold (under 7c)",14.846154
1534.000000,"2. Cool ( 7c - 14c)",17.153846
1535.000000,"1. Cold (under 7c)",14.846154
1536.000000,"4. Hot  (20c and over)",19.230769
1537.000000,"1. Cold (under 7c)",10.769231
1538.000000,"1. Cold (under 7c)",27.461538
1539.000000,"2. Cool ( 7c - 14c)",14.615385
1540.000000,"2. Cool ( 7c - 14c)",17.230769
1541.000000,"2. Cool ( 7c - 14c)",17.230769
1542.000000,"3. (Warm 15c- 19c)",20.615385
1543.000000,"4. Hot  (20c and over)",18.692308
1544.000000,"4. Hot  (20c and over)",6.923077
1545.000000,"2. Cool ( 7c - 14c)",8.769231
1546.000000,"1. Cold (under 7c)",19.538462
1547.000000,"2. Cool ( 7c - 14c)",7.153846
1548.000000,"2. Cool ( 7c - 14c)",15.692308
1549.000000,"1. Cold (under 7c)",15.153846
1550.000000,"4. Hot  (20c and over)",12.923077
1551.000000,"3. (Warm 15c- 19c)",20.615385
1552.000000,"1. Cold (under 7c)",26.307692
1553.000000,"4. Hot  (20c and over)",18.692308
1554.000000,"1. Cold (under 7c)",19.538462
1555.000000,"4. Hot  (20c and over)",15.230769
1556.000000,"2. Cool ( 7c - 14c)",7.153846
1557.000000,"4. Hot  (20c and over)",12.538462
1558.000000,"2. Cool ( 7c - 14c)",8.769231
1559.000000,"2. Cool ( 7c - 14c)",17.230769
1560.000000,"2. Cool ( 7c - 14c)",15.692308
1561.000000,"1. Cold (under 7c)",26.307692
1562.000000,"1. Cold (under 7c)",15.153846
1563.000000,"2. Cool ( 7c - 14c)",12.307692
1564.000000,"4. Hot  (20c and over)",12.538462
1565.000000,"2. Cool ( 7c - 14c)",7.384615
1566.000000,"2. Cool ( 7c - 14c)",7.384615
1567.000000,"1. Cold (under 7c)",15.153846
1568.000000,"1. Cold (under 7c)",18.000000
1569.000000,"4. Hot  (20c and over)",12.538462
1570.000000,"2. Cool ( 7c - 14c)",15.692308
1571.000000,"2. Cool ( 7c - 14c)",7.384615
1572.000000,"2. Cool ( 7c - 14c)",7.153846
1573.000000,"2. Cool ( 7c - 14c)",8.769231
1574.000000,"4. Hot  (20c and over)",15.230769
1575.000000,"2. Cool ( 7c - 14c)",13.307692
1576.000000,"2. Cool ( 7c - 14c)",7.384615
1577.000000,"4. Hot  (20c and over)",18.692308
1578.000000,"3. (Warm 15c- 19c)",20.615385
1579.000000,"4. Hot  (20c and over)",12.923077
1580.000000,"3. (Warm 15c- 19c)",20.615385
1581.000000,"2. Cool ( 7c - 14c)",8.769231
1582.000000,"2. Cool ( 7c - 14c)",7.153846
1583.000000,"2. Cool ( 7c - 14c)",7.384615
1584.000000,"2. Cool ( 7c - 14c)",20.923077
1585.000000,"2. Cool ( 7c - 14c)",15.692308
1586.000000,"2. Cool ( 7c - 14c)",9.538462
1587.000000,"3. (Warm 15c- 19c)",20.615385
1588.000000,"4. Hot  (20c and over)",6.153846
1589.000000,"1. Cold (under 7c)",18.000000
1590.000000,"1. Cold (under 7c)",9.846154
1591.000000,"4. Hot  (20c and over)",12.923077
1592.000000,"2. Cool ( 7c - 14c)",8.769231
1593.000000,"4. Hot  (20c and over)",6.923077
1594.000000,"2. Cool ( 7c - 14c)",8.769231
1595.000000,"1. Cold (under 7c)",18.000000
1596.000000,"4. Hot  (20c and over)",16.384615
1597.000000,"4. Hot  (20c and over)",7.615385
1598.000000,"3. (Warm 15c- 19c)",15.923077
1599.000000,"2. Cool ( 7c - 14c)",8.000000
1600.000000,"3. (Warm 15c- 19c)",15.923077
1601.000000,"4. Hot  (20c and over)",8.692308
1602.000000,"4. Hot  (20c and over)",7.615385
1603.000000,"1. Cold (under 7c)",14.307692
1604.000000,"1. Cold (under 7c)",19.846154
1605.000000,"4. Hot  (20c and over)",18.076923
1606.000000,"4. Hot  (20c and over)",7.615385
1607.000000,"2. Cool ( 7c - 14c)",12.846154
1608.000000,"1. Cold (under 7c)",22.538462
1609.000000,"4. Hot  (20c and over)",13.307692
1610.000000,"1. Cold (under 7c)",10.769231
1611.000000,"4. Hot  (20c and over)",18.076923
1612.000000,"4. Hot  (20c and over)",16.384615
1613.000000,"4. Hot  (20c and over)",12.923077
1614.000000,"2. Cool ( 7c - 14c)",17.230769
1615.000000,"2. Cool ( 7c - 14c)",9.538462
1616.000000,"2. Cool ( 7c - 14c)",20.923077
1617.000000,"1. Cold (under 7c)",15.153846
1618.000000,"4. Hot  (20c and over)",12.538462
1619.000000,"2. Cool ( 7c - 14c)",13.307692
1620.000000,"1. Cold (under 7c)",15.153846
1621.000000,"2. Cool ( 7c - 14c)",13.307692
1622.000000,"2. Cool ( 7c - 14c)",17.230769
1623.000000,"4. Hot  (20c and over)",6.923077
1624.000000,"4. Hot  (20c and over)",6.923077
1625.000000,"1. Cold (under 7c)",18.000000
1626.000000,"4. Hot  (20c and over)",15.230769
1627.000000,"2. Cool ( 7c - 14c)",20.923077
1628.000000,"3. (Warm 15c- 19c)",20.615385
1629.000000,"2. Cool ( 7c - 14c)",12.307692
1630.000000,"1. Cold (under 7c)",19.538462
1631.000000,"2. Cool ( 7c - 14c)",9.538462
1632.000000,"4. Hot  (20c and over)",12.538462
1633.000000,"1. Cold (under 7c)",26.307692
1634.000000,"2. Cool ( 7c - 14c)",12.307692
1635.000000,"4. Hot  (20c and over)",6.153846
1636.000000,"2. Cool ( 7c - 14c)",13.307692
1637.000000,"1. Cold (under 7c)",18.000000
1638.000000,"4. Hot  (20c and over)",6.153846
1639.000000,"4. Hot  (20c and over)",6.153846
1640.000000,"1. Cold (under 7c)",15.153846
1641.000000,"2. Cool ( 7c - 14c)",12.307692
1642.000000,"2. Cool ( 7c - 14c)",8.769231
1643.000000,"4. Hot  (20c and over)",12.538462
1644.000000,"4. Hot  (20c and over)",6.153846
1645.000000,"2. Cool ( 7c - 14c)",7.384615
1646.000000,"4. Hot  (20c and over)",15.230769
1647.000000,"2. Cool ( 7c - 14c)",15.692308
1648.000000,"1. Cold (under 7c)",9.846154
1649.000000,"4. Hot  (20c and over)",12.538462
1650.000000,"2. Cool ( 7c - 14c)",9.538462
1651.000000,"2. Cool ( 7c - 14c)",7.384615
1652.000000,"2. Cool ( 7c - 14c)",7.384615
1653.000000,"2. Cool ( 7c - 14c)",12.307692
1654.000000,"2. Cool ( 7c - 14c)",9.538462
1655.000000,"4. Hot  (20c and over)",12.923077
1656.000000,"4. Hot  (20c and over)",6.923077
1657.000000,"4. Hot  (20c and over)",6.153846
1658.000000,"2. Cool ( 7c - 14c)",15.692308
1659.000000,"2. Cool ( 7c - 14c)",12.307692
1660.000000,"4. Hot  (20c and over)",18.692308
1661.000000,"2. Cool ( 7c - 14c)",7.384615
1662.000000,"4. Hot  (20c and over)",12.923077
1663.000000,"1. Cold (under 7c)",18.000000
1664.000000,"2. Cool ( 7c - 14c)",15.692308
1665.000000,"1. Cold (under 7c)",9.846154
1666.000000,"1. Cold (under 7c)",15.153846
1667.000000,"4. Hot  (20c and over)",12.923077
1668.000000,"4. Hot  (20c and over)",6.153846
1669.000000,"2. Cool ( 7c - 14c)",17.230769
1670.000000,"4. Hot  (20c and over)",19.230769
1671.000000,"1. Cold (under 7c)",22.538462
1672.000000,"4. Hot  (20c and over)",7.615385
1673.000000,"1. Cold (under 7c)",9.692308
1674.000000,"2. Cool ( 7c - 14c)",17.153846
1675.000000,"4. Hot  (20c and over)",18.076923
1676.000000,"4. Hot  (20c and over)",12.923077
1677.000000,"2. Cool ( 7c - 14c)",13.230769
1678.000000,"2. Cool ( 7c - 14c)",17.153846
